ename,norm,normargu,valuefrom,modifier,name,style,comment,AddNeg
Decision,evtmax_1,NA,Decision_evt,NA,Decision_evt,multiply,taskness,FALSE
Outcome,evtmax_1,NA,Outcome_evt,NA,Outcome_evt,multiply,taskness,FALSE
Outcome,evtmax_1,NA,V_policy,NA,Vpost_outcome,multiply,taskness,FALSE
Outcome,evtmax_1,NA,PE_policy,NA,PE_outcome,multiply,taskness,FALSE
